Deaf DB: Title (auto)	Deaf DB: Year (auto)	IMDb ID used	IMDb ID source	Award	Award year	Category	Winner	Notes	Sources	DMDb: Category	DMDb: Deaf Actor	DMDb: Deaf Director	SoS: Tags	Wikipedia: Description	IMDb HoH: Description	SoS: Summary
Hymn to a Tired Man	1968	tt0134849	manual	Cannes_Film_Festival	1969	Palme d'Or	FALSE	None	Sign on Screen				deaf-hearing relationship; deaf victim/witness; deafened by accident/violence; deafened soldier			WWII veteran who wears a hearing aid runs into the man who beat him until he was deafened in one ear during the war
In the Land of the Deaf	1992	tt0107796	auto	National_Society_of_Film_Critics	1995	NSFC Award: Best Documentary	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters				deaf child; deaf child hearing parent		A young musician named Ansel, and his unexpected encounter with Niall, an endearing, deaf dancer.	Documentary about deaf children
It’s All Gone Pete Tong	2004	tt0388139	auto	Toronto_International_Film_Festival	2004	Best Canadian Feature Film	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			adapting to deafness; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; music; progessive hearing loss; vibrations		A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.	Erratic electro DJ progressively loses his hearing when refusing to protect his ears from his music
Johnny Belinda	1948	tt0040495	auto	NBR	1948	NBR Award: Top Ten Films	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Actor in a Leading Role	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Actor in a Supporting Role	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Actress in a Leading Role	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Actress in a Supporting Role	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Art Direction-Set Decoration, Black-and-White	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Cinematography, Black-and-White	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Director	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Film Editing	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Music, Scoring of a Dramatic or Comedy Picture	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Picture	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Sound, Recording	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Academy_Awards	1949	Oscar: Best Writing, Screenplay	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Golden_Globes	1949	Golden Globe: Best Actress	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Golden_Globes	1949	Golden Globe: Best Picture	TRUE	Tied with The Treasure of the Sierra Madre (1948).	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Johnny Belinda	1948	tt0040495	auto	Venice_Film_Festival	1949	Golden Lion	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; hearing actor in deaf role; hearing teacher; isolation; learning sign			Young deaf woman is tutored in sign by a hearing doctor, but then is raped by another man and falls pregnant
Kung Fu Hustle	2004	tt0373074	auto	BAFTA	2006	BAFTA Film Award: Best Film not in the English Language	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Characters	Movies with No Deaf Actors | Supporting Roles			crime/mystery			Gangster thriller includes secondary scene with deaf girl signing
Kung Fu Hustle	2004	tt0373074	auto	Golden_Globes	2006	Golden Globe: Best Foreign Language Film	FALSE	China	DMDb; Sign on Screen; IMDb Deaf Characters	Movies with No Deaf Actors | Supporting Roles			crime/mystery			Gangster thriller includes secondary scene with deaf girl signing
Lapse	2023	tt30521212	auto	Berlin_Film_Festival	2024	Crystal Bear: Generation 14plus - Best Short Film	FALSE	None	Sign on Screen				accessibility; adapting to Deafness; crime/Mystery; d/Deaf Artist; friendship; music			Bel, a Deaf skateboarder, and Juliano, a rap-loving teen, as they bond through art and music while resisting systemic repression from state authorities. 
Lapse	2023	tt30521212	auto	Berlin_Film_Festival	2024	Special Mention Youth Jury Generation 14plus Best Short Film	TRUE	None	Sign on Screen				accessibility; adapting to Deafness; crime/Mystery; d/Deaf Artist; friendship; music			Bel, a Deaf skateboarder, and Juliano, a rap-loving teen, as they bond through art and music while resisting systemic repression from state authorities. 
Love is Blind	2015	tt3905212	auto	Cannes_Film_Festival	2015	Palme d'Or - Best Short Film	FALSE	None	DMDb; Sign on Screen	Shorts with Deaf Actors | Leading Roles; Shorts	Ace Mahbaz		Ace Mahbaz; comedy; deaf actor; deaf-hearing relationship			Short in which a woman cheating on her deaf husband succeeds in hiding boyfriend while conversing with both
Love Life	2022	tt18235306	auto	Venice_Film_Festival	2022	Golden Lion: Best Film	FALSE	None	DMDb; IMDb HoH	Movies with Deaf Actors | Leading Roles; Movies	Atom Sunada				Taeko and her husband, Jiro, are living a peaceful existence with son, Keita. A tragic accident brings the boy's father, Park, back into her life. Taeko throws herself into helping this deaf and homeless man to cope with pain and guilt.	
Man of a Thousand Faces	1957	tt0050681	auto	Academy_Awards	1958	Oscar: Best Writing, Story and Screenplay - Written Directly for the Screen	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Supporting Roles			biopic; Coda; Deaf Gain; deaf-hearing relationship			Biopic of Lon Chaney, silent film actor who was Coda and Soda
Mandy	1952	tt0045654	manual	Venice_Film_Festival	1952	Golden Lion	FALSE	None	Sign on Screen; IMDb Deaf Characters				deaf child; deaf child hearing parent; family drama; hearing actor in deaf role; School for the Deaf; school/university setting			Family tensions as mother insists on sending deaf girl to School for the Deaf to have a better life, against her father's wishes
Mandy	1952	tt0045654	manual	Venice_Film_Festival	1952	Special Jury Prize	TRUE	Tied with The Curious Adventures of Mr. Wonderbird (1952).	Sign on Screen; IMDb Deaf Characters				deaf child; deaf child hearing parent; family drama; hearing actor in deaf role; School for the Deaf; school/university setting			Family tensions as mother insists on sending deaf girl to School for the Deaf to have a better life, against her father's wishes
Mandy	1952	tt0045654	manual	BAFTA	1953	BAFTA Film Award: Best British Actor	FALSE	None	Sign on Screen; IMDb Deaf Characters				deaf child; deaf child hearing parent; family drama; hearing actor in deaf role; School for the Deaf; school/university setting			Family tensions as mother insists on sending deaf girl to School for the Deaf to have a better life, against her father's wishes
